post_no,day,day_of_week,meal_time,course_no,course,course_kcal,course_protein,course_na,soldout,soldout_time,is_soldout
926901507,2023-11-13,Monday,dinner,[1],"사골만두전골,잡곡밥,오징어채소무침,멸치견과볶음,궁채절임",953,37,1011.0,NaN,NaN,False
926901507,2023-11-13,Monday,dinner,[2],"산채들기름비빔밥,미역국,피쉬커틀릿&크리미어니언S,우엉참깨무침,약고추장",987,35,1148.0,[2],NaN,True
926901509,2023-11-14,Tuesday,lunch,[1],"참치김치찌개,잡곡밥,한식잡채,사각어묵볶음,시래기들깨지짐",793,31,1177.0,NaN,NaN,False
926901509,2023-11-14,Tuesday,lunch,[2],"삼색도리야끼덮밥,미소시루,새우튀김*타르타르소스,맑은오이지무침",826,37,1124.0,NaN,NaN,False
926901510,2023-11-14,Tuesday,dinner,[1],"두절가자미구이,잡곡밥,몽글몽글순두부탕*양념장,호박볶음,양념깻잎지",716,30,1012.0,NaN,NaN,False
926901510,2023-11-14,Tuesday,dinner,[2],"바질크림떡볶이,모듬튀김(맛감자,오징어볼),블루베리무피클,탄산음료",997,32,1167.0,[2],NaN,True
926901511,2023-11-15,Wednesday,lunch,[1],"철판훈제오리볶음&구운양파,잡곡밥,얼큰수제비국,게맛살미역줄기볶음,무쌈*머스타드소스",832,30,1155.0,NaN,NaN,False
926901511,2023-11-15,Wednesday,lunch,[2],"아몬드크럼블돈까스,쌀밥(소),단호박크림수프,프렌치토스트,한입단무지",982,39,1017.0,NaN,NaN,False
926901513,2023-11-15,Wednesday,dinner,[1],"해물볶음우동,맑은팽이버섯국,아게다시도후,락교&초생강",956,30,1052.0,NaN,NaN,False
926901513,2023-11-15,Wednesday,dinner,[2],"돼지국밥*다대기,잡곡밥,옛날소시지전,쥐어채볶음,부추겉절이,새우젓",860,36,1135.0,NaN,NaN,False
926901516,2023-11-16,Thursday,lunch,[1],"양지탕,잡곡밥,고추장떡,감자조림,오징어젓무생채",738,26,1059.0,NaN,NaN,False
926901516,2023-11-16,Thursday,lunch,[2],"수프카레,곤약쌀밥,고로케*케첩,꼬들단무지",720,31,1070.0,[2],NaN,True
926901517,2023-11-16,Thursday,dinner,[1],"뼈없는닭갈비,잡곡밥,맑은감자국,얼갈이나물,삼색겨자채무침",839,35,1114.0,NaN,NaN,False
926901517,2023-11-16,Thursday,dinner,[2],"햄마늘쫑볶음밥&계란프라이,다시마무채국,찰도그롤*케찹,고구마순나물",732,24,1121.0,[2],NaN,True
926901518,2023-11-17,Friday,lunch,[1],"매콤비빔국수,사골파국,수제육전&파채무침,귤",652,30,1110.0,NaN,NaN,False
926901518,2023-11-17,Friday,lunch,[2],"우렁강된장찌개,버섯콩나물밥,계란찜,무말랭이무침,구운김,귤",808,37,1123.0,[2],NaN,True
926901519,2023-11-17,Friday,dinner,[1],"모듬어묵전골*와사비장,잡곡밥,떡갈비채소볶음,연근땅콩조림,오이양파무침",967,45,1114.0,NaN,NaN,False
926901521,2023-11-20,Monday,lunch,[1],"소고기숙주볶음,잡곡밥,호박감자국,게맛살채소볶음,고들빼기무침",675,29,1164.0,NaN,NaN,False
926901521,2023-11-20,Monday,lunch,[2],"매콤열무돈육덮밥,다시마무채국,청파래오징어까스*타르타르소스,오복지무침",773,31,1194.0,NaN,NaN,False
926901522,2023-11-20,Monday,dinner,[1],"명란오일파스타,홍합토마토스튜,스틱마늘빵,블루베리무피클",924,41,1175.0,NaN,NaN,False
926901522,2023-11-20,Monday,dinner,[2],"뼈없는감자탕,잡곡밥,계란장조림,명엽채땅콩볶음,풋고추양파된장무침",923,44,1192.0,NaN,NaN,False
926901523,2023-11-21,Tuesday,lunch,[1],"안동국밥,잡곡밥,깻잎부추전,부들어묵볶음,치커리무침",756,32,1075.0,NaN,NaN,False
926901523,2023-11-21,Tuesday,lunch,[2],"가츠동돈부리,미소장국,과일샐러드,락교무침",966,41,1049.0,[2],NaN,True
926901524,2023-11-21,Tuesday,dinner,[1],"철판오징어떡볶음,잡곡밥,콩나물국,미니새송이버섯볶음,고춧잎무침",703,28,1163.0,NaN,NaN,False
926901524,2023-11-21,Tuesday,dinner,[2],"몽골리안치킨덮밥,맑은유부국,야채튀김*초간장,적채무초절임",934,35,1139.0,NaN,NaN,False
926901525,2023-11-22,Wednesday,lunch,[1],"매콤제육볶음*파채무침,잡곡밥,콩가루배추국,무생채,양배추쌈*쌈장",649,31,1038.0,[1],NaN,True
926901525,2023-11-22,Wednesday,lunch,[2],"베이컨갈릭볶음밥,맑은팽이버섯국,교자만두강정,브로콜리흑임자무침",921,34,1164.0,NaN,NaN,False
926901527,2023-11-22,Wednesday,dinner,[1],"동태매운탕,잡곡밥,언양식불고기,감자채피망볶음,반반콩자반",893,42,1081.0,[1],NaN,True
926901527,2023-11-22,Wednesday,dinner,[2],"지파이버거,&웨지감자튀김,옥수수코울슬로,오이피클,탄산음료",956,35,1118.0,NaN,NaN,False
926901528,2023-11-23,Thursday,lunch,[1],"마라탕면,쌀밥(소),꿔바로우,단무지",987,39,1119.0,NaN,NaN,False
926901528,2023-11-23,Thursday,lunch,[2],"곤드레영양밥*부추양념장,돈육고추장찌개,비엔나소시지케첩볶음,양념가지나물,풀무원조미김",774,33,1092.0,[2],NaN,True
926901530,2023-11-23,Thursday,dinner,[1],"콩비지찌개,잡곡밥,도톰완자전,느타리버섯볶음,시금치나물",736,37,1183.0,NaN,NaN,False
926901530,2023-11-23,Thursday,dinner,[2],"옛날카레라이스&함박,우동국물,고구마샐러드&요거트D,마늘쫑무침",916,39,1097.0,[2],NaN,True
926901531,2023-11-24,Friday,lunch,"[1, 2]","<런치스페셜>수육&보쌈무김치,쌀밥,시금치된장국,두부구이*양념장,절임배추*쌈장",973,46,1195.0,NaN,NaN,False
926901532,2023-11-24,Friday,dinner,[1],"황태미역국,잡곡밥,미트볼케첩볶음,연근조림,청경채나물",728,29,1033.0,NaN,NaN,False
926901534,2023-11-27,Monday,lunch,[1],"순대국밥*다데기,잡곡밥,감자채전,느타리버섯볶음,부추겉절이",907,36,1156.0,NaN,NaN,False
926901534,2023-11-27,Monday,lunch,[2],"우삼겹깍두기볶음밥,사골파국,새우커틀릿&크림어니언S,우엉참깨무침",942,35,1056.0,NaN,NaN,False
926901535,2023-11-27,Monday,dinner,[1],"장칼국수,보리밥(소),갈비왕교자만두*초간장,맑은오이지무침",948,35,1118.0,NaN,NaN,False
926901535,2023-11-27,Monday,dinner,[2],"매실청돈육불고기,잡곡밥,얼큰콩나물국,쑥갓나물,멸치견과볶음",823,37,1127.0,NaN,NaN,False
926901536,2023-11-28,Tuesday,lunch,[1],"닭간장불고기,잡곡밥,김치국,다시마쌈*초고추장,깐마늘장아찌",856,35,1124.0,NaN,NaN,False
926901536,2023-11-28,Tuesday,lunch,[2],"뚝배기소보로비빔밥,꼬치어묵국,고구마맛탕,채소겨자냉채",912,34,1075.0,NaN,NaN,False
926901537,2023-11-28,Tuesday,dinner,[1],"소고기샤브샤브,잡곡밥,동그랑땡조림,열무된장나물,궁채절임",892,42,1049.0,NaN,NaN,False
926901537,2023-11-28,Tuesday,dinner,[2],"타워함박스테이크&청양크림소스,쌀밥(소),스틱마늘빵,블루베리무피클,탄산음료",913,34,1112.0,NaN,NaN,False
926901538,2023-11-29,Wednesday,lunch,[1],"유부쑥갓잔치국수,제육주먹밥,수수부꾸미,오복지무침",946,35,1121.0,[1],NaN,True
926901538,2023-11-29,Wednesday,lunch,[2],"청국장찌개,잡곡밥,한식잡채,숙주나물,도토리묵채소무침",725,29,1166.0,NaN,NaN,False
926901540,2023-11-29,Wednesday,dinner,[1],"고등어무조림,잡곡밥,얼갈이된장국,계란찜,쥐어채볶음",815,37,1188.0,NaN,NaN,False
926901540,2023-11-29,Wednesday,dinner,[2],"불고기할라피뇨볶음밥,유부장국,고로케*케첩,마늘쫑건새우볶음",906,36,1043.0,[2],NaN,True
926901541,2023-11-30,Thursday,lunch,[1],"돈육콩나물두루치기,잡곡밥,조랭이떡국,들깨무나물,참나물겉절이",796,36,1040.0,NaN,NaN,False
926901541,2023-11-30,Thursday,lunch,[2],"경양식치킨까스정식&구운채소,쌀밥,옥수수크림수프,모닝빵&딸기잼,수제피클",942,42,1166.0,[2],NaN,True
926901542,2023-11-30,Thursday,dinner,[1],"나주곰탕,잡곡밥,오징어채소무침,호박새우젓볶음,양념깻잎지",885,40,1074.0,NaN,NaN,False
926901542,2023-11-30,Thursday,dinner,[2],"마파두부덮밥,게맛살스프,따바오찜,짜사이무침",861,37,1173.0,NaN,NaN,False
926901543,2023-12-01,Friday,lunch,[1],"자장면,계란파국,후르츠탕수육,단무지",832,33,1114.0,[1],NaN,True
926901543,2023-12-01,Friday,lunch,[2],"설렁탕,잡곡밥,바싹김치전,사각어묵볶음,브로콜리숙회",896,38,1055.0,NaN,NaN,False
926901545,2023-12-01,Friday,dinner,[1],"들깨수제비,잡곡밥,매콤모듬장조림,게맛살미역줄기복음,오이생채",899,40,1065.0,NaN,NaN,False
926901547,2023-12-04,Monday,lunch,[1],"버섯소불고기,잡곡밥,매콤두부양념조림,탕평채,열무된장나물",776,39,1128.0,[1],13:42,True
926901547,2023-12-04,Monday,lunch,[2],"돈목살필라프,맑은유부국,치즈연어까스*타르타르소스,옥수수코울슬로",896,40,1188.0,NaN,NaN,False
926901548,2023-12-04,Monday,dinner,[1],"탄탄면,쌀밥(소),유린기,짜사이무침",944,40,1141.0,[1],19:46,True
926901548,2023-12-04,Monday,dinner,[2],"볼락한마리구이,잡곡밥,몽글몽글순두부탕*양념장,맛살채소볶음,고춧잎무침",673,30,1002.0,NaN,NaN,False
926901549,2023-12-05,Tuesday,lunch,[1],"어묵김치찌개,쌀밥&계란프라이,알감자조림,시금치나물,건파래자반",942,40,1117.0,NaN,NaN,False
926901549,2023-12-05,Tuesday,lunch,[2],"느타리버섯비프하이라이스,우동국물,견과고구마샐러드,블루베리무피클",938,42,1023.0,NaN,NaN,False
926901550,2023-12-05,Tuesday,dinner,[1],"돈육생강장불고기,잡곡밥,다시마무채국,가지나물,유자청치커리무침",658,33,1090.0,[1],19:54,True
926901550,2023-12-05,Tuesday,dinner,[2],"참치마요데리야끼덮밥,사골파국,씨앗닭강정,오복지무침",926,42,1124.0,NaN,NaN,False
926901552,2023-12-06,Wednesday,lunch,[1],"분짜플레터,&느억맘소스,쌀국수국물,양파피클,코카콜라고굿오트",689,28,1187.0,[1],13:41,True
926901552,2023-12-06,Wednesday,lunch,[2],"닭보쌈,잡곡밥,미역국,미니새송이버섯볶음,무쌈*와사비마요,코카콜라고굿오트",745,32,1060.0,NaN,NaN,False
926901553,2023-12-06,Wednesday,dinner,[1],"사골떡만두국,잡곡밥(소),메추리알장조림,브로콜리통마늘볶음,오이깍둑무침",776,29,1106.0,NaN,NaN,False
926901553,2023-12-06,Wednesday,dinner,[2],"산채들기름볶음밥&계란프라이,호박감자국,새우볼카츠*타르타르소스,무말랭이무침,약고추장",928,37,1188.0,[2],19:46,True
926901554,2023-12-07,Thursday,lunch,[1],"<제철식재-홍합>홍합토마토파스타,코리안BBQ노엣지피자,수제모듬피클,탄산음료",817,36,1148.0,[1],13:48,True
926901554,2023-12-07,Thursday,lunch,[2],"<제철식재-봄동>돼지양념구이*구운채소,잡곡밥,근대된장국,우엉파프리카볶음,봄동겉절이",838,42,1133.0,NaN,NaN,False
926901556,2023-12-07,Thursday,dinner,[1],"소고기숙주볶음,잡곡밥,두부김치국,둥근어묵볶음,매콤무조림",883,42,1148.0,NaN,NaN,False
926901556,2023-12-07,Thursday,dinner,[2],"핫도그떡볶이,어묵국,김말이튀김,한입단무지",826,33,1112.0,[2],19:56,True
926901557,2023-12-08,Friday,lunch,[1],"이북식닭곰탕,잡곡밥,돈저냐구이&파채,명엽채땅콩조림,건새우마늘쫑볶음",745,35,1115.0,NaN,NaN,False
926901557,2023-12-08,Friday,lunch,[2],"오므라이스&그릴소세지,맑은팽이버섯국,오지치즈프라이,보코치니방울토마토샐러드",943,35,1155.0,NaN,NaN,False
926901558,2023-12-08,Friday,dinner,[1],"전주콩나물국밥*새우젓,잡곡밥,부추장떡,감자채볶음,고들빼기무침",789,32,1142.0,NaN,NaN,False
926901560,2023-12-11,Monday,lunch,[1],"계림닭볶음탕,잡곡밥,근대된장국,연두부찜*양념장,미역줄기볶음",816,39,1165.0,NaN,NaN,False
926901560,2023-12-11,Monday,lunch,[2],"소고기미나리볶음밥,맑은유부국물,피쉬커틀릿&타르타르소스,우엉참깨무침",732,31,1174.0,[2],13:38,True
926901561,2023-12-11,Monday,dinner,[1],"뚝배기얼큰김치우동,후리가케밥,네기타코야끼,꼬들단무지",778,30,1138.0,NaN,NaN,False
926901561,2023-12-11,Monday,dinner,[2],"소고기미역국,잡곡밥,햄전&케첩,고구마순나물,멸치견과볶음",761,32,1144.0,NaN,NaN,False
926901562,2023-12-12,Tuesday,lunch,[1],"들깨북어콩나물해장국,잡곡밥,떡갈비채소조림,호박새우젓볶음,알마늘장아찌",786,33,1069.0,NaN,NaN,False
926901562,2023-12-12,Tuesday,lunch,[2],"눈꽃치즈돈까스&후르츠콘,쌀밥(소),크림수프,치아바타*올리브오일발사믹식초,오이피클",944,38,1175.0,[2],13:31,True
926901563,2023-12-12,Tuesday,dinner,[1],"철판백순대볶음*양념장,잡곡밥,다시마무채국,쥐어채조림,무쌈삼색겨자채",852,34,1163.0,NaN,NaN,False
926901563,2023-12-12,Tuesday,dinner,[2],"고추잡채덮밥&꽃빵,계란파국,꿔바로우,짜사이무침",756,34,1132.0,[2],19:48,True
926901564,2023-12-13,Wednesday,lunch,[1],"불고기퀘사디아&양념감자튀김,파르팔레냉파스타,블루베리무피클,브리지톡탄산수",737,28,1136.0,NaN,NaN,False
926901564,2023-12-13,Wednesday,lunch,[2],"꼬막영양밥&양념장,된장찌개,도톰동그랑땡전,숙주나물무침,파래김구이",701,32,1178.0,NaN,NaN,False
926901565,2023-12-13,Wednesday,dinner,[1],"장터국밥,잡곡밥,한식잡채,느타리버섯볶음,풋고추양파된장무침",93,43,1175.0,NaN,NaN,False
926901565,2023-12-13,Wednesday,dinner,[2],"일식커리&왕새우튀김,미소시루,과일샐러드,오복지무침",814,33,1033.0,[2],19:43,True
926901567,2023-12-14,Thursday,dinner,[1],"돈육두부조림,잡곡밥,콩나물국,부들어묵볶음,돈나물&초고추장",676,32,1150.0,NaN,NaN,False
926901567,2023-12-14,Thursday,dinner,[2],"햄마늘쫑볶음밥&계란프라이,감자양파국,모듬춘권&칠리소스,맑은오이지무침",739,30,1139.0,NaN,NaN,False
926901568,2023-12-15,Friday,lunch,[1],"나가사키짬뽕,쌀밥(소),계란말이&스리라차마요S,락교&초생강",941,38,1164.0,[1],13:32,True
926901568,2023-12-15,Friday,lunch,[2],"고갈비구이,잡곡밥,얼갈이된장국,무생채,청경채마늘볶음",678,32,1127.0,NaN,NaN,False
926901569,2023-12-15,Friday,dinner,[1],"시래기되비지찌개,잡곡밥,단호박채전,연근땅콩조림,청포묵김가루무침",788,33,1121.0,NaN,NaN,False
926901572,2023-12-18,Monday,lunch,[1],"짜글이찌개,잡곡밥,야채계란찜,미니새송이버섯볶음,풀무원조미김",702,33,1130.0,[1],13:46,True
926901572,2023-12-18,Monday,lunch,[2],"중국식볶음밥&자장소스,채소짬뽕국,후르츠탕수육,짜사이무침",941,40,1152.0,NaN,NaN,False
926901573,2023-12-18,Monday,dinner,[1],"고사리오일파스타,옥수수크림수프,빌소시지구이*머스타드S,오이피클",838,34,1035.0,[1],19:50,True
926901573,2023-12-18,Monday,dinner,[2],"돈육묵채비빔밥,수제비국,비엔나소시지케첩조림,고들빼기무침,간장양념장",939,40,1065.0,NaN,NaN,False
926901574,2023-12-19,Tuesday,lunch,[1],"베테랑칼국수,포자찐만두,풋고추양파초절임,고구마맛탕",887,35,1146.0,[1],13:36,True
926901574,2023-12-19,Tuesday,lunch,[2],"스팸&두부구이&볶음김치삼합,잡곡밥,미역국,감자채볶음,반반콩자반",932,44,1145.0,NaN,NaN,False
926901575,2023-12-19,Tuesday,dinner,[1],"동태지리탕,잡곡밥,모듬장조림,탕평채,무말랭이무침",913,43,1162.0,NaN,NaN,False
926901575,2023-12-19,Tuesday,dinner,[2],"나시고랭,쌀국수국물,청파래오징어까스*타르타르S,양파초절임",768,33,1138.0,[2],19:52,True
926901576,2023-12-20,Wednesday,lunch,[1],"육개장,잡곡밥,옥수수전,명엽채땅콩볶음,쑥갓나물",925,38,1120.0,NaN,NaN,False
926901576,2023-12-20,Wednesday,lunch,[2],"아몬드크럼블치킨까스,쌀밥,크림수프,모닝빵&딸기잼,양배추적채피클",927,39,1154.0,NaN,NaN,False
926901577,2023-12-20,Wednesday,dinner,[1],"소고기된장찌개,잡곡밥,동그랑땡조림,맛살채소볶음,열무된장나물",745,35,1113.0,NaN,NaN,False
926901577,2023-12-20,Wednesday,dinner,[2],"불닭덮밥,계란파국,카레크로켓&어니언링,브로콜리통마늘볶음",917,44,1137.0,NaN,NaN,False
926901578,2023-12-21,Thursday,lunch,[1],"바지락순두부찌개,잡곡밥,너비아니구이,사각어묵볶음,봄동나물",837,36,1131.0,[1],13:49,True
926901578,2023-12-21,Thursday,lunch,[2],"명란마요소고기덮밥,맑은유부국,두부카츠*어린잎,락교무침",826,41,1149.0,NaN,NaN,False
926901579,2023-12-21,Thursday,dinner,[1],"쫄우동,연어치즈까스&스위트칠리S,고구마샐러드,맑은오이지무침",944,38,1121.0,[1],19:39,True
926901579,2023-12-21,Thursday,dinner,[2],"오징어떡채소볶음,잡곡밥,콩나물국,청포무김가루무침,단호박찜&견과시럽",746,30,1163.0,NaN,NaN,False
926901582,2023-12-22,Friday,lunch,"[1, 2]","<런치스페셜>로스트치킨먹물리조또,쉬림프바질펜네파스타,블루베리무피클,탄산음료",946,43,1168.0,NaN,NaN,False
926901585,2023-12-22,Friday,dinner,[1],"소고기가지영양밥,유채된장국,두부양념조림,시래기된장지짐,구운김*간장양념장",709,32,1129.0,NaN,NaN,False
926901587,2023-12-26,Tuesday,lunch,[1],"참치김치찌개,잡곡밥,궁중떡볶이,들깨무나물,연근땅콩조림",778,35,1125.0,NaN,NaN,False
926901587,2023-12-26,Tuesday,lunch,[2],"옛날카레라이스,우동국물,찰도그롤*케첩,락교무침",792,36,1080.0,[2],13:54,True
926901588,2023-12-26,Tuesday,dinner,[1],"닭곰탕,잡곡밥,감자채전,멸치견과볶음,양념깻잎지",859,41,1121.0,NaN,NaN,False
926901588,2023-12-26,Tuesday,dinner,[2],"소불고기달걀덮밥,미소시루,야채튀김*초간장,오복지무침,",923,42,1128.0,[2],19:52,True
926901589,2023-12-27,Wednesday,lunch,[1],"뼈없는감자탕,잡곡밥,한식잡채,가지나물,풋고추양파무침",899,40,1168.0,[1],13:46,True
926901589,2023-12-27,Wednesday,lunch,[2],"치킨마요덮밥,맑은팽이버섯국,순두부샐러드&오리엔탈소스,한입단무지",829,35,1165.0,NaN,NaN,False
926901590,2023-12-27,Wednesday,dinner,[1],"버섯콩나물밥*간장양념장,돈육고추장찌개,가자미구이,건새우마늘쫑볶음,파래자반",747,39,1137.0,NaN,NaN,False
926901590,2023-12-27,Wednesday,dinner,[2],"뚝배기해물누룽지탕,곤약쌀밥(소),깐풍육,중화식오이무침",877,39,1132.0,[2],19:32,True
926901591,2023-12-28,Thursday,lunch,[1],"꼬치어묵잔치국수,언양식떡갈비구이,고춧잎무침,꿀토마토",892,38,1161.0,[1],13:40,True
926901591,2023-12-28,Thursday,lunch,[2],"매콤제육볶음,잡곡밥,콩가루배추국,느타리버섯볶음,양배추쌈&쌈장",723,36,1169.0,NaN,NaN,False
